Company Code,Policy number,Policy owner  1,Policy owner 2,Additional owners,Renewal date,Policy status,Policy start date,Life insured first name,Life insured last name,Date of birth,Gender,Product,Cover,Cover status,Amount insured,Benefit payment,Endorsement effective date,Cancellation effective date,Smoker,Loading,Loading type,Loading amount,Loading  expiry,Occupation class/category,Benefit basis,Waiting period,Benefit period,Payment frequency,Current premium,Annualised premium,Payment method,Premium status,Amount o/s,Premium type,Indexation,Sales account,Adviser name,Commission type,Dial down option,Dial down %
AAA,12377,SIA FURLER,,,29/06/2018,In force,29/06/2006,SIA,FURLER,7/08/1972,Female,OneCare Non Super,Income Secure Standard,In Force,$4099.00/mth,Indemnity,29/06/2017,,No,N,-,-,-,P,Indemnity,180 days,To age 60,Monthly,$63.33,$759.96,Direct debit,Paid up to date,$0.00,Stepped,Y,20000,LifeBroker Pty ltd,Upfront,Full commission,0
AAA,12377,SIA FURLER,,,29/06/2018,In force,29/06/2006,SIA,FURLER,7/08/1972,Female,OneCare Non Super,TPD(Working) Any Occupation,In Force,"$855,165.00",Lump Sum,29/06/2017,,No,N,-,-,-,P,,,,Monthly,$65.76,$789.09,Direct debit,Paid up to date,$0.00,Level,Y,20000,LifeBroker Pty ltd,Upfront,Full commission,0
AAA,12378,GEORGIA MCDONALD,,,30/03/2018,In force,30/03/2006,GEORGIA,MCDONALD,2/12/1978,Female,OneCare Non Super,Life,In Force,"$513,097.00",Lump Sum,30/03/2017,,No,N,-,-,-,P*,,,,Monthly,$23.70,$284.37,Credit card,Paid up to date,$0.00,Stepped,Y,20000,LifeBroker Pty ltd,Upfront,Full commission,0
AAA,12378,GEORGIA MCDONALD,,,30/03/2018,In force,30/03/2006,GEORGIA,MCDONALD,2/12/1978,Female,OneCare Non Super,Trauma Premier,In Force,"$171,030.00",Lump Sum,30/03/2017,,No,N,-,-,-,P*,,,,Monthly,$35.94,$431.30,Credit card,Paid up to date,$0.00,Stepped,Y,20000,LifeBroker Pty ltd,Upfront,Full commission,0
AAA,12379,PETER GARRETH,,,24/05/2018,In force,24/05/2006,PETER,GARRETH,19/10/1972,Male,OneCare Non Super,Life,In Force,"$855,165.00",Lump Sum,24/05/2017,,No,N,-,-,-,H,,,,Yearly,$892.68,$892.68,Credit card,Paid up to date,$0.00,Level,Y,20000,LifeBroker Pty ltd,Upfront,Full commission,0
AAA,12379,PETER GARRETH,,,24/05/2018,In force,24/05/2006,PETER,GARRETH,19/10/1972,Male,OneCare Non Super,Trauma Premier,In Force,"$256,546.00",Lump Sum,24/05/2017,,No,N,-,-,-,H,,,,Yearly,$851.96,$851.96,Credit card,Paid up to date,$0.00,Level,Y,20000,LifeBroker Pty ltd,Upfront,Full commission,0
AAA,12379,PETER GARRETH,,,24/05/2018,In force,24/05/2006,PETER,GARRETH,19/10/1972,Male,OneCare Non Super,TPD(Working) Any Occupation,In Force,"$256,546.00",Lump Sum,24/05/2017,,No,N,-,-,-,H,,,,Yearly,$404.43,$404.43,Credit card,Paid up to date,$0.00,Level,Y,20000,LifeBroker Pty ltd,Upfront,Full commission,0
AAA,12380,AMANDAH WILKINSON,,,30/06/2018,In force,30/06/2006,AMANDAH,WILKINSON,4/03/1974,Female,OneCare Non Super,Life,In Force,"$684,130.00",Lump Sum,30/06/2017,,No,N,-,-,-,C,,,,Yearly,$506.44,$506.44,Credit card,Paid up to date,$0.00,Level,Y,20000,LifeBroker Pty ltd,Upfront,Full commission,0
AAA,12380,AMANDAH WILKINSON,,,30/06/2018,In force,30/06/2006,AMANDAH,WILKINSON,4/03/1974,Female,OneCare Non Super,Trauma Premier,In Force,"$171,030.00",Lump Sum,30/06/2017,,No,N,-,-,-,C,,,,Yearly,$531.69,$531.69,Credit card,Paid up to date,$0.00,Level,Y,20000,LifeBroker Pty ltd,Upfront,Full commission,0
AAA,12380,AMANDAH WILKINSON,,,30/06/2018,In force,30/06/2006,AMANDAH,WILKINSON,4/03/1974,Female,OneCare Non Super,TPD (Working) Home-maker,In Force,"$171,030.00",Lump Sum,30/06/2017,,No,N,-,-,-,C,,,,Yearly,$106.95,$106.95,Credit card,Paid up to date,$0.00,Level,Y,20000,LifeBroker Pty ltd,Upfront,Full commission,0
AAA,12381,SHANE CROSS,,,3/05/2018,In force,3/05/2006,SHANE,CROSS,19/11/1978,Male,OneCare Non Super,Life,In Force,"$598,614.00",Lump Sum,3/05/2017,,No,N,-,-,-,T,,,,Monthly,$41.72,$500.65,Direct debit,Paid up to date,$0.00,Level,Y,20000,LifeBroker Pty ltd,Upfront,Full commission,0
AAA,12381,SHANE CROSS,,,3/05/2018,In force,3/05/2006,SHANE,CROSS,19/11/1978,Male,OneCare Non Super,TPD(Working) Any Occupation,In Force,"$427,581.00",Lump Sum,3/05/2017,,No,N,-,-,-,T,,,,Monthly,$46.88,$562.59,Direct debit,Paid up to date,$0.00,Level,Y,20000,LifeBroker Pty ltd,Upfront,Full commission,0
AAA,12382,SARA CROSS,,,3/05/2018,In force,3/05/2006,SARA,CROSS,13/02/1981,Female,OneCare Non Super,Life,In Force,"$427,581.00",Lump Sum,3/05/2017,,No,N,-,-,-,I,,,,Monthly,$22.37,$268.48,Direct debit,Paid up to date,$0.00,Level,Y,20000,LifeBroker Pty ltd,Upfront,Full commission,0
AAA,12382,SARA CROSS,,,3/05/2018,In force,3/05/2006,SARA,CROSS,13/02/1981,Female,OneCare Non Super,Trauma Premier,In Force,"$171,030.00",Lump Sum,3/05/2017,,No,N,-,-,-,I,,,,Monthly,$35.25,$423,Direct debit,Paid up to date,$0.00,Level,Y,20000,LifeBroker Pty ltd,Upfront,Full commission,0
AAA,12383,CARL COX,,,25/05/2018,In force,25/05/2006,CARL,COX,31/01/1973,Male,OneCare Non Super,TPD(Working) Any Occupation,In Force,"$406,298.00",Lump Sum,25/05/2017,,No,N,-,-,-,D*,,,,Monthly,$23.68,$284.17,Credit card,Paid up to date,$0.00,Stepped,Y,20000,LifeBroker Pty ltd,Upfront,Full commission,0
AAA,12383,CARL COX,,,25/05/2018,In force,25/05/2006,CARL,COX,31/01/1973,Male,OneCare Non Super,Trauma Premier,In Force,"$256,546.00",Lump Sum,25/05/2017,,No,N,-,-,-,D*,,,,Monthly,$79.29,$951.46,Credit card,Paid up to date,$0.00,Stepped,Y,20000,LifeBroker Pty ltd,Upfront,Full commission,0
AAA,12383,CARL COX,,,25/05/2018,In force,25/05/2006,CARL,COX,31/01/1973,Male,OneCare Non Super,Life,In Force,"$256,546.00",Lump Sum,25/05/2017,,No,N,-,-,-,D*,,,,Monthly,$18.99,$227.88,Credit card,Paid up to date,$0.00,Stepped,Y,20000,LifeBroker Pty ltd,Upfront,Full commission,0
AAA,12383,CARL COX,,,25/05/2018,In force,25/05/2006,CARL,COX,31/01/1973,Male,OneCare Non Super,Income Secure Standard,In Force,$8995.00/mth,Indemnity,25/05/2017,,No,N,-,-,-,D*,Indemnity,90 days,To age 65,Monthly,$118,"$1,416.07",Credit card,Paid up to date,$0.00,Stepped,Y,20000,LifeBroker Pty ltd,Upfront,Full commission,0
AAA,12383,CARL COX,,,25/05/2018,In force,25/05/2006,CARL,COX,31/01/1973,Male,OneCare Non Super,Trauma Premier,Cancelled,"$173,643.00",Lump Sum,25/04/2010,24/04/2010,No,N,-,-,-,D*,,,,Monthly,$0.00,$0.00,Credit card,Paid up to date,$0.00,Stepped,Y,20000,LifeBroker Pty ltd,Upfront,Full commission,0
AAA,12383,CARL COX,,,25/05/2018,In force,25/05/2006,CARL,COX,31/01/1973,Male,OneCare Non Super,TPD(Working) Any Occupation,In Force,"$342,063.00",Lump Sum,25/05/2017,,No,N,-,-,-,D*,,,,Monthly,$19.94,$239.27,Credit card,Paid up to date,$0.00,Stepped,Y,20000,LifeBroker Pty ltd,Upfront,Full commission,0
AAA,12383,CARL COX,,,25/05/2018,In force,25/05/2006,CARL,COX,31/01/1973,Male,OneCare Non Super,TPD(Working) Any Occupation,In Force,"$256,546.00",Lump Sum,25/05/2017,,No,N,-,-,-,D*,,,,Monthly,$10.96,$131.49,Credit card,Paid up to date,$0.00,Stepped,Y,20000,LifeBroker Pty ltd,Upfront,Full commission,0
AAA,12383,CARL COX,,,25/05/2018,In force,25/05/2006,CARL,COX,31/01/1973,Male,OneCare Non Super,Life,In Force,"$177,040.00",Lump Sum,25/05/2017,,No,N,-,-,-,D*,,,,Monthly,$13.11,$157.32,Credit card,Paid up to date,$0.00,Stepped,Y,20000,LifeBroker Pty ltd,Upfront,Full commission,0
AAA,12383,CARL COX,,,25/05/2018,In force,25/05/2006,CARL,COX,31/01/1973,Male,OneCare Non Super,Income Secure Standard,In Force,$3299.00/mth,Indemnity,25/05/2017,,No,N,-,-,-,D*,Indemnity,90 days,To age 65,Monthly,$43.27,$519.30,Credit card,Paid up to date,$0.00,Stepped,Y,20000,LifeBroker Pty ltd,Upfront,Full commission,0
AAA,12383,CARL COX,,,25/05/2018,In force,25/05/2006,CARL,COX,31/01/1973,Male,OneCare Non Super,Trauma Premier,Cancelled,"$7,875.00",Lump Sum,,13/06/2008,No,N,-,-,-,D*,,,,Monthly,$0.00,$0.00,Credit card,Paid up to date,$0.00,Stepped,Y,20000,LifeBroker Pty ltd,Upfront,Full commission,0
AAA,12383,CARL COX,,,25/05/2018,In force,25/05/2006,CARL,COX,31/01/1973,Male,OneCare Non Super,Life,In Force,"$342,063.00",Lump Sum,25/05/2017,,No,N,-,-,-,D*,,,,Monthly,$25.33,$303.92,Credit card,Paid up to date,$0.00,Stepped,Y,20000,LifeBroker Pty ltd,Upfront,Full commission,0
AAA,12383,CARL COX,,,25/05/2018,In force,25/05/2006,CARL,COX,31/01/1973,Male,OneCare Non Super,TPD(Working) Any Occupation,In Force,"$177,040.00",Lump Sum,25/05/2017,,No,N,-,-,-,D*,,,,Monthly,$10.32,$123.86,Credit card,Paid up to date,$0.00,Stepped,Y,20000,LifeBroker Pty ltd,Upfront,Full commission,0
AAA,12383,CARL COX,,,25/05/2018,In force,25/05/2006,CARL,COX,31/01/1973,Male,OneCare Non Super,Life,In Force,"$406,298.00",Lump Sum,25/05/2017,,No,N,-,-,-,D*,,,,Monthly,$30.08,$360.95,Credit card,Paid up to date,$0.00,Stepped,Y,20000,LifeBroker Pty ltd,Upfront,Full commission,0
